filename,match_score
19176318.pdf,99.99765014648438
33964275.pdf,99.99765014648438
29148871.pdf,99.99673461914062
14224370.pdf,99.99586486816406
12065211.pdf,99.99573516845703
30304575.pdf,99.995361328125
33872500.pdf,99.99522399902344
22182279.pdf,99.99502563476562
21763056.pdf,99.99488830566406
20253563.pdf,99.99478912353516
17103172_rishi_singhal_id_dp(1) - Rishi Singhal.pdf,99.99467468261719
62555739.pdf,99.9946060180664
26065877.pdf,99.99446105957031
25157655.pdf,99.9942626953125
17325147.pdf,99.9942398071289
37370455.pdf,99.99418640136719
24294778.pdf,99.99398040771484
31273413.pdf,99.99383544921875
65373280.pdf,99.99344635009766
19285236.pdf,99.993408203125
24799301.pdf,99.99324798583984
14126433.pdf,99.99312591552734
34252537.pdf,99.9930419921875
28629430.pdf,99.99295043945312
29050809.pdf,99.99288940429688
23387174.pdf,99.99288940429688
27573855.pdf,99.99287414550781
11163645.pdf,99.99272155761719
23636277.pdf,99.99271392822266
17306905.pdf,99.99262237548828
21809601.pdf,99.9925765991211
36366044.pdf,99.9925308227539
33527446.pdf,99.99243927001953
12420359.pdf,99.99239349365234
21869994.pdf,99.99238586425781
14248724.pdf,99.99238586425781
17189156.pdf,99.99238586425781
19671909.pdf,99.99227142333984
20817322.pdf,99.99224853515625
15306049.pdf,99.99223327636719
23752500.pdf,99.99221801757812
34816637.pdf,99.99217987060547
15180322.pdf,99.99207305908203
16407619.pdf,99.99202728271484
12802330.pdf,99.99200439453125
24580361.pdf,99.99200439453125
21031285.pdf,99.99199676513672
28230807.pdf,99.99197387695312
16962067.pdf,99.99195861816406
15906625.pdf,99.99192810058594
29211359.pdf,99.9919204711914
29456173.pdf,99.9919204711914
27637576.pdf,99.9919204711914
27820360.pdf,99.99189758300781
14569498.pdf,99.99188232421875
21101152.pdf,99.99186706542969
22925443.pdf,99.99185943603516
20356750.pdf,99.99185943603516
91072502.pdf,99.99183654785156
21338490.pdf,99.99183654785156
29839396.pdf,99.99182891845703
13411858.pdf,99.99179077148438
21060367.pdf,99.99177551269531
32318506.pdf,99.99176025390625
29552167.pdf,99.99176025390625
25924968.pdf,99.9917221069336
10329506.pdf,99.99170684814453
12254068.pdf,99.99169921875
24703009.pdf,99.99166107177734
16237710.pdf,99.99164581298828
27980446.pdf,99.99164581298828
20321582.pdf,99.99163055419922
28176889.pdf,99.99162292480469
26189601.pdf,99.99162292480469
19007667.pdf,99.99159240722656
26718039.pdf,99.99159240722656
20393721.pdf,99.99158477783203
18029935.pdf,99.99158477783203
27831220.pdf,99.99158477783203
25846894.pdf,99.99156951904297
33286293.pdf,99.99156951904297
27909372.pdf,99.99154663085938
30361788.pdf,99.99154663085938
11995013.pdf,99.99153900146484
17033567.pdf,99.99153900146484
25780596.pdf,99.99153900146484
10333299.pdf,99.99150085449219
27662298.pdf,99.9914779663086
12338274.pdf,99.991455078125
29999135.pdf,99.991455078125
16855929.pdf,99.99144744873047
37220856.pdf,99.99143981933594
12717345.pdf,99.99143981933594
14150896.pdf,99.9914321899414
50222417.pdf,99.9914321899414
28424982.pdf,99.99140930175781
23734441.pdf,99.99140167236328
20148147.pdf,99.99140167236328
22465498.pdf,99.99138641357422
23398733.pdf,99.99138641357422
16248476.pdf,99.99138641357422
21794875.pdf,99.99138641357422
86551046.pdf,99.99137878417969
29821051.pdf,99.99134826660156
34146825.pdf,99.99134063720703
51554903.pdf,99.99131774902344
13212436.pdf,99.9913101196289
24673903.pdf,99.99129486083984
25452321.pdf,99.99129486083984
